	trialType	Response	Attempts	RT	waterTime
0	AB	incorrect		12.67799997329712	NA
1	AB	correct		6.630000114440918	4.736999988555908
2	AB	correct		16.893999814987183	4.406000137329102
3	AB	correct		4.317000150680542	4.946999788284302
4	AB	incorrect		4.365999937057495	NA
5	AB	correct		5.006999969482422	4.03600001335144
6	AB	correct		8.121999979019165	3.3350000381469727
7	AB	correct		6.990000009536743	3.505000114440918
8	AB	correct		9.144000053405762	3.565000057220459
9	AB	incorrect		6.628999948501587	NA
10	AB	correct		6.549999952316284	3.455000162124634
11	AB	incorrect		10.40499997138977	NA
12	AB	correct		8.933000087738037	5.45799994468689
13	AB	correct		2.634000062942505	4.416000127792358
14	AB	correct		3.3350000381469727	4.476000070571899
15	AB	incorrect		3.055000066757202	NA
16	CA	correct		14.099999904632568	4.367000102996826
17	DE	correct		5.397000074386597	4.236999988555908
18	CA	correct		8.091000080108643	4.046000003814697
19	CA	correct		9.144000053405762	3.4149999618530273
20	DE	correct		9.723999977111816	7.0299999713897705
21	CA	incorrect		4.556999921798706	NA
22	DE	incorrect		3.8949999809265137	NA
23	CA	correct		4.025000095367432	3.3450000286102295
24	DE	correct		5.697999954223633	3.5959999561309814
25	DE	correct		3.884999990463257	3.5350000858306885
26	CA	incorrect		7.63100004196167	NA
27	DE	correct		11.736999988555908	3.364000082015991
28	CA	correct		4.0959999561309814	3.373999834060669
29	DE	correct		4.816999912261963	3.9049999713897705
30	DE	correct		3.6559998989105225	4.325999975204468
31	CA	correct		19.828999996185303	3.3350000381469727
32	CA	incorrect		2.4030001163482666	NA
33	DE	incorrect		6.698999881744385	NA
34	DE	correct		13.718999862670898	3.5160000324249268
35	CA	incorrect		4.53600001335144	NA
36	DE	correct		11.486000061035156	3.484999895095825
37	DE	correct		3.7649998664855957	3.555000066757202
38	CA	incorrect		2.934999942779541	NA
39	CA	incorrect		4.816999912261963	NA
40	DE	correct		6.059000015258789	3.3450000286102295
41	CA	correct		3.5249998569488525	5.427999973297119
42	DE	correct		3.8359999656677246	3.5149998664855957
43	CA	incorrect		6.880000114440918	NA
44	CA	incorrect		2.4839999675750732	NA
45	DE	incorrect		9.062999963760376	NA
46	CA	correct		29.852999925613403	3.634999990463257
47	DE	correct		7.319999933242798	3.4250001907348633
48	DE	correct		4.125999927520752	3.8559999465942383
49	CA	correct		1.8929998874664307	3.7750000953674316
50	CA	correct		2.5339999198913574	4.927000045776367
51	DE	correct		2.9049999713897705	3.7950000762939453
52	CA	correct		1.8229999542236328	4.476000070571899
53	DE	correct		6.598999977111816	4.166000127792358
54	DE	correct		1.871999979019165	3.9860000610351562
55	CA	incorrect		3.0340001583099365	NA
56	DE	correct		5.246999979019165	3.7360000610351562
57	DE	correct		1.9129998683929443	3.254000186920166
58	CA	correct		1.4719998836517334	5.448000192642212
59	DE	incorrect		5.148000001907349	NA
60	CA	correct		6.828999996185303	3.675999879837036
61	CA	correct		2.36299991607666	4.546999931335449
62	DE	correct		6.770000219345093	4.455999851226807
63	CA	incorrect		5.378000020980835	NA
64	DE	correct		5.618000030517578	3.9060001373291016
65	CA	incorrect		9.364000082015991	NA
66	CA	incorrect		2.873999834060669	NA
67	DE	correct		3.865999937057495	2.934000015258789
68	DE	incorrect		2.324000120162964	NA
69	CA	incorrect		7.641000032424927	NA
70	CA	incorrect		11.456000089645386	NA
71	DE	incorrect		7.200999975204468	NA
72	CA	incorrect		25.596999883651733	NA
73	DE	correct		18.526000022888184	3.6659998893737793
74	DE	correct		66.51500010490417	4.03600001335144
75	CA	correct		8.95300006866455	3.7149999141693115
76	DE	correct		4.527000188827515	4.165999889373779
77	DE	correct		3.2139999866485596	3.4049999713897705
78	CA	correct		4.19599986076355	5.16700005531311
79	CA	correct		5.54800009727478	3.946000099182129
