	trialType	Response	Attempts	RT	waterTime
0	AB	incorrect		136.385999917984	NA
1	AB	correct		20.84000015258789	3.484999895095825
2	AB	correct		8.913000106811523	3.133999824523926
3	AB	incorrect		3.7850000858306885	NA
4	AB	correct		3.5949997901916504	3.2150001525878906
5	AB	correct		17.935999870300293	2.9240000247955322
6	AB	incorrect		4.846999883651733	NA
7	AB	correct		7.611000061035156	4.457000017166138
8	AB	correct		5.367000102996826	3.054999828338623
9	AB	correct		8.501999855041504	4.126000165939331
10	AB	correct		7.740999937057495	3.375
11	AB	incorrect		3.695000171661377	NA
12	AB	incorrect		7.379999876022339	NA
13	AB	correct		20.990000009536743	3.4650001525878906
14	AB	correct		11.326000213623047	3.7960000038146973
15	AB	correct		11.486999988555908	4.565999984741211
16	DE	correct		5.29800009727478	7.1499998569488525
17	CA	correct		8.691999912261963	3.875999927520752
18	DE	correct		3.7249999046325684	6.559999942779541
19	CA	incorrect		14.6010000705719	NA
20	CA	correct		10.425000190734863	3.754999876022339
21	DE	incorrect		11.38700008392334	NA
22	CA	incorrect		13.198999881744385	NA
23	DE	incorrect		10.044999837875366	NA
24	CA	correct		8.513000011444092	3.4750001430511475
25	CA	incorrect		5.16700005531311	NA
26	DE	correct		5.54800009727478	3.5249998569488525
27	CA	incorrect		11.105999946594238	NA
28	CA	correct		18.506999969482422	4.0959999561309814
29	DE	correct		3.615000009536743	3.5250000953674316
30	CA	correct		3.014000177383423	5.427999973297119
31	CA	correct		5.697999954223633	3.5450000762939453
32	DE	correct		6.460000038146973	4.486000061035156
33	CA	correct		19.10700011253357	3.484999895095825
34	DE	correct		2.9739999771118164	3.8959999084472656
35	DE	incorrect		4.557000160217285	NA
36	CA	correct		6.14900016784668	3.805999994277954
37	DE	correct		7.450999975204468	3.424999952316284
38	DE	correct		3.3249998092651367	3.945000171661377
39	CA	correct		3.30400013923645	6.208999872207642
40	DE	incorrect		3.43399977684021	NA
41	DE	incorrect		3.865000009536743	NA
42	CA	incorrect		9.263999938964844	NA
43	DE	correct		16.454000234603882	3.6049997806549072
44	DE	incorrect		6.369999885559082	NA
45	CA	correct		43.28200006484985	3.674999952316284
46	DE	incorrect		5.628000020980835	NA
47	CA	incorrect		11.88700008392334	NA
48	CA	correct		13.640000104904175	4.9670000076293945
49	DE	incorrect		3.0739998817443848	NA
50	DE	correct		16.322999954223633	3.444999933242798
51	CA	correct		7.200000047683716	4.515999794006348
52	DE	correct		9.924000024795532	3.5349998474121094
53	CA	incorrect		4.656999826431274	NA
54	CA	correct		35.00999999046326	6.208999872207642
55	DE	correct		4.016000032424927	3.984999895095825
56	CA	incorrect		11.315999984741211	NA
57	DE	correct		17.105000019073486	5.48799991607666
58	CA	correct		5.388000011444092	3.565000057220459
59	CA	correct		4.396999835968018	3.8350000381469727
60	DE	incorrect		3.1750001907348633	NA
61	CA	correct		36.371999979019165	7.07099986076355
62	DE	correct		5.718000173568726	3.554999828338623
63	CA	correct		2.4839999675750732	9.133000135421753
64	CA	incorrect		9.434000015258789	NA
65	DE	correct		19.727999925613403	4.296000003814697
66	DE	correct		27.81000018119812	6.7799999713897705
67	CA	correct		11.055999994277954	3.6549999713897705
68	DE	correct		5.888999938964844	9.624000072479248
69	DE	correct		5.799000024795532	4.455999851226807
70	CA	correct		4.526000022888184	3.9560000896453857
71	DE	incorrect		14.281000137329102	NA
72	DE	correct		26.187999963760376	4.416000127792358
73	CA	correct		12.54800009727478	4.045000076293945
74	DE	correct		11.776999950408936	3.555000066757202
75	CA	incorrect		4.065999984741211	NA
76	DE	incorrect		5.077000141143799	NA
77	DE	correct		165.2170000076294	4.496999979019165
78	CA	incorrect		7.401000022888184	NA
79	CA	correct		34.23899984359741	4.7170000076293945
